# R,G,B per-pixel gain multiplier
0.980520,0.953387,0.953122
0.981214,0.949554,0.953600
0.981015,0.952013,0.952019
0.979929,0.948221,0.954913
0.978247,0.949811,0.950308
0.979904,0.950476,0.952403
0.981532,0.947617,0.950782
0.981963,0.951938,0.952001
0.983387,0.949137,0.950761
0.980231,0.948612,0.952009
0.977982,0.949872,0.951241
0.973856,0.950818,0.948684
0.979701,0.948512,0.948538
0.977467,0.949628,0.951878
0.982253,0.945283,0.946794
0.981152,0.947235,0.951639
0.984209,0.946479,0.948223
0.983691,0.950754,0.951126
0.980186,0.949526,0.948544
0.979944,0.948195,0.948682
0.978047,0.945782,0.947761
0.977967,0.946599,0.945827
0.976828,0.945763,0.947639
0.981424,0.947160,0.946500
0.980446,0.945837,0.946440
0.977802,0.948299,0.950882
0.976101,0.947074,0.952264
0.976344,0.946171,0.952624
0.980730,0.948134,0.951795
0.976367,0.946525,0.950057
0.978329,0.946233,0.950149
0.977943,0.949629,0.951083
0.976854,0.949187,0.949455
0.978910,0.949174,0.950186
0.976161,0.946399,0.949305
0.978742,0.948296,0.947954
0.974930,0.946983,0.949368
0.976142,0.947582,0.951268
0.976023,0.944632,0.948324
0.980293,0.947091,0.952499
0.978070,0.945260,0.949947
0.978074,0.948597,0.946335
0.974980,0.939481,0.946384
0.975720,0.945770,0.943788
0.973259,0.938783,0.943365
0.975536,0.943755,0.943349
0.977712,0.943517,0.943345
0.974705,0.946113,0.944974
0.975605,0.941192,0.943682
0.972993,0.943722,0.946499
0.973036,0.942082,0.944501
0.976444,0.942029,0.948421
0.975212,0.944930,0.943487
0.978216,0.941409,0.945022
0.977279,0.943257,0.944743
0.978015,0.944150,0.943026
0.977374,0.945038,0.941533
0.975899,0.943217,0.942328
0.978508,0.945093,0.942308
0.978663,0.939729,0.944433
0.976240,0.945181,0.942324
0.979427,0.942320,0.944368
0.976015,0.938569,0.942353
0.978773,0.941757,0.942436
0.975314,0.941572,0.941220
0.977030,0.942821,0.942195
0.975981,0.938865,0.938829
0.980423,0.941467,0.940053
0.975229,0.937795,0.941373
0.976057,0.937115,0.940687
0.974799,0.943301,0.941724
0.974574,0.940988,0.941036
0.976404,0.939409,0.939496
0.971664,0.941418,0.942029
0.973377,0.937570,0.942655
0.977231,0.940283,0.941303
0.978168,0.936838,0.940019
0.974076,0.942403,0.940215
0.973646,0.937591,0.941130
0.976597,0.943155,0.940127
0.973471,0.937540,0.942911
0.974874,0.942736,0.940253
0.972250,0.941055,0.940118
0.976042,0.943105,0.939875
0.974049,0.935419,0.938296
0.977035,0.938841,0.940077
0.972925,0.939694,0.939237
0.975482,0.938545,0.940508
0.972230,0.941669,0.937885
0.977627,0.940022,0.941750
0.976440,0.939126,0.938330
0.975495,0.940006,0.939024
0.974606,0.937403,0.938634
0.977139,0.939541,0.937885
0.974998,0.941025,0.937648
0.974910,0.937453,0.938191
0.974363,0.939227,0.936932
0.978469,0.933376,0.937265
0.975275,0.940310,0.936798
0.975929,0.940670,0.938315
0.973580,0.937226,0.939194
0.972753,0.936833,0.937137
0.969604,0.939032,0.935566
0.968081,0.936873,0.937772
0.973574,0.935913,0.935695
0.974466,0.936633,0.937916
0.974125,0.936137,0.936792
0.973273,0.936827,0.935713
0.972017,0.933187,0.937615
0.972976,0.937025,0.938341
0.972877,0.938848,0.935489
0.976373,0.935892,0.938583
0.972340,0.933928,0.938544
0.976944,0.937187,0.936675
0.972255,0.937235,0.938207
0.975659,0.936458,0.936666
0.975040,0.933590,0.937413
0.975586,0.938287,0.936052
0.975151,0.933495,0.934851
0.975511,0.937247,0.934535
0.972614,0.935803,0.933931
0.972544,0.936428,0.933886
0.969426,0.934353,0.935417
0.968615,0.936766,0.934159
0.968375,0.935618,0.932893
0.971294,0.933712,0.933551
0.970878,0.931572,0.931558
0.973472,0.934930,0.932617
0.973052,0.930191,0.933025
0.972117,0.935536,0.934790
0.973051,0.934250,0.932966
0.968233,0.932008,0.932701
0.972202,0.931711,0.933089
0.971507,0.933152,0.933850
0.972838,0.933095,0.932229
0.975019,0.934132,0.932211
0.973122,0.931020,0.932130
0.973732,0.934116,0.931360
0.974141,0.931977,0.932774
0.973204,0.931344,0.931571
0.971676,0.929726,0.930355
0.974752,0.930261,0.929263
0.968935,0.930328,0.931944
0.972353,0.929302,0.934525
0.972048,0.934659,0.932306
0.972768,0.932546,0.930791
0.969110,0.931471,0.930672
0.972825,0.935169,0.931244
0.968720,0.930047,0.930661
0.968567,0.932055,0.930052
0.969536,0.930272,0.933299
0.971960,0.929199,0.932603
0.970929,0.927886,0.932930
0.971586,0.930798,0.931647
0.973908,0.930248,0.929887
0.976405,0.926597,0.932450
0.975973,0.932630,0.928931
0.973329,0.930070,0.931928
0.975331,0.928922,0.931710
0.973944,0.928567,0.930766
0.973910,0.930339,0.930085
0.972427,0.929980,0.929772
0.966571,0.927915,0.930569
0.967504,0.927070,0.930003
0.969581,0.925295,0.928298
0.977289,0.929514,0.931564
0.971144,0.927758,0.928700
0.973851,0.927339,0.929965
0.971691,0.929126,0.927348
0.969064,0.931510,0.929761
0.966636,0.928073,0.927887
0.969174,0.926195,0.927296
0.965171,0.929095,0.928604
0.971402,0.927744,0.926577
0.968563,0.926918,0.929095
0.969585,0.927259,0.928694
0.969714,0.926582,0.928003
0.968577,0.926358,0.927360
0.969833,0.928757,0.929086
0.968493,0.928448,0.930789
0.966423,0.927067,0.927517
0.968215,0.927541,0.926986
0.970504,0.923502,0.926658
0.968175,0.927957,0.929281
0.970416,0.927449,0.926990
0.968269,0.926051,0.928521
0.967777,0.926183,0.928757
0.970418,0.927311,0.927839
0.963903,0.927975,0.927373
0.968948,0.928792,0.928286
0.966820,0.925975,0.927388
0.969987,0.927179,0.928944
0.962853,0.926527,0.929461
0.967448,0.926645,0.927012
0.967405,0.923059,0.928103
0.966670,0.925288,0.926444
0.965438,0.927278,0.925897
0.968084,0.928654,0.928858
0.968718,0.924877,0.926962
0.969767,0.925241,0.924486
0.965496,0.926385,0.926283
0.969240,0.926970,0.925595
0.966761,0.924250,0.925115
0.962344,0.927568,0.927990
0.961358,0.928680,0.924759
0.967060,0.924829,0.929258
0.968034,0.925875,0.927440
0.968847,0.924983,0.927228
0.968573,0.926527,0.925776
0.968616,0.922537,0.928879
0.962074,0.925462,0.927034
0.968242,0.926698,0.927316
0.965392,0.926079,0.927906
0.963312,0.925905,0.931317
0.962166,0.920141,0.927711
0.965171,0.926797,0.928683
0.964740,0.918429,0.928931
0.968653,0.922334,0.926142
0.967205,0.926614,0.925058
0.966223,0.925049,0.927085
0.965140,0.923912,0.927219
0.968355,0.924816,0.929364
0.967435,0.923451,0.925604
0.962985,0.922723,0.926976
0.962726,0.923735,0.923012
0.965128,0.924373,0.928055
0.961426,0.925174,0.927196
0.961828,0.921303,0.926808
0.962828,0.922716,0.927663
0.965636,0.923239,0.927690
0.965359,0.919195,0.925300
0.965480,0.923354,0.930817
0.962102,0.921072,0.925880
0.963004,0.924218,0.929686
0.966768,0.924233,0.926681
0.962937,0.922451,0.925692
0.961801,0.920798,0.925177
0.962140,0.921237,0.927099
0.963833,0.923213,0.927043
0.967302,0.926814,0.928589
0.966889,0.924719,0.928347
0.972852,0.927037,0.926966
0.974539,0.928821,0.927727
0.979700,0.932346,0.929449
0.979585,0.939508,0.935843
0.982730,0.942208,0.941093
0.981409,0.945009,0.943988
0.985417,0.948481,0.952760
0.987664,0.952450,0.954834
0.993848,0.959129,0.958576
0.993435,0.962248,0.961503
0.998095,0.963268,0.965643
0.996012,0.966034,0.969390
1.001506,0.969502,0.972213
1.002449,0.973204,0.974911
1.006121,0.974478,0.980492
1.006260,0.974631,0.980147
1.008817,0.976482,0.986080
1.006428,0.977742,0.983723
1.010513,0.981667,0.984817
1.009833,0.980122,0.986170
1.013470,0.983447,0.988822
1.010141,0.982187,0.989775
1.015921,0.981502,0.989659
1.015618,0.987101,0.990845
1.019002,0.985825,0.990363
1.018354,0.986104,0.992394
1.022724,0.989958,0.991697
1.020864,0.987847,0.988012
1.026525,0.990842,0.992414
1.024094,0.992437,0.991298
1.025750,0.990935,0.989235
1.026310,0.990309,0.989810
1.028213,0.990808,0.988905
1.028128,0.987270,0.988391
1.026959,0.989413,0.987384
1.027213,0.986934,0.988214
1.026661,0.987059,0.987974
1.025930,0.987456,0.986957
1.022770,0.984068,0.988442
1.021160,0.985719,0.986203
1.016954,0.982157,0.989386
1.013822,0.983341,0.986340
1.011016,0.979829,0.989536
1.004678,0.977245,0.985205
0.999908,0.976602,0.981997
0.991590,0.978965,0.982873
0.988657,0.977260,0.982438
0.984798,0.971828,0.976182
0.981874,0.962331,0.972638
0.976063,0.954156,0.964408
0.978113,0.946985,0.960276
0.974351,0.940957,0.960426
0.975843,0.935935,0.955589
0.972771,0.933283,0.946671
0.970512,0.935163,0.940695
0.967776,0.932162,0.934912
0.971483,0.926555,0.931970
0.971660,0.923208,0.927221
0.974477,0.929646,0.927573
0.968698,0.922378,0.923189
0.970575,0.927423,0.924387
0.966968,0.923150,0.921651
0.967451,0.919618,0.920944
0.967019,0.922164,0.920699
0.968623,0.920924,0.920699
0.965783,0.918734,0.920127
0.965031,0.921138,0.918013
0.963402,0.918290,0.917072
0.962018,0.918882,0.920655
0.962705,0.917116,0.916737
0.963093,0.915671,0.918235
0.961264,0.917443,0.916380
0.957478,0.916031,0.920670
0.959446,0.915351,0.916643
0.960878,0.913645,0.918915
0.958260,0.914588,0.919813
0.956321,0.919542,0.919907
0.954837,0.912793,0.917842
0.957014,0.914896,0.916722
0.956403,0.910812,0.917624
0.957908,0.915863,0.918394
0.956706,0.912863,0.914692
0.956754,0.915722,0.917829
0.954383,0.916562,0.916970
0.956557,0.915588,0.917339
0.961110,0.915746,0.917801
0.964902,0.911832,0.916491
0.968242,0.910829,0.917991
0.974923,0.913285,0.918469
0.977092,0.912956,0.916267
0.979076,0.912045,0.917118
0.973323,0.913615,0.916573
0.973890,0.915860,0.919020
0.974771,0.912017,0.916764
0.971031,0.916962,0.918574
0.975446,0.914382,0.917093
0.977601,0.915037,0.917276
0.974540,0.913740,0.915785
0.978882,0.914407,0.916003
0.973413,0.912945,0.914868
0.969752,0.912306,0.918459
0.964030,0.911532,0.917232
0.960728,0.911253,0.918401
0.956916,0.908227,0.915151
0.953609,0.909306,0.913061
0.952840,0.909460,0.916315
0.953196,0.911278,0.916164
0.953562,0.911343,0.918129
0.955958,0.910320,0.918562
0.955104,0.912476,0.916152
0.957005,0.908686,0.918918
0.958710,0.913459,0.914155
0.957777,0.914542,0.917657
0.957909,0.911617,0.915341
0.960367,0.910572,0.914800
0.960457,0.912620,0.916353
0.961313,0.911869,0.918442
0.958210,0.912291,0.914637
0.959919,0.912958,0.914630
0.959367,0.911541,0.914418
0.966178,0.910761,0.916353
0.963072,0.911930,0.914494
0.965509,0.912750,0.914729
0.964335,0.909106,0.911824
0.966948,0.915071,0.914154
0.967995,0.911131,0.914029
0.967224,0.915323,0.916643
0.965458,0.912354,0.914358
0.964893,0.909683,0.916186
0.963257,0.911153,0.915445
0.962649,0.912050,0.915652
0.964570,0.911559,0.915972
0.962723,0.913605,0.917335
0.963695,0.913599,0.915384
0.959763,0.910912,0.916427
0.954448,0.913107,0.915886
0.956565,0.910619,0.915040
0.954918,0.909704,0.914688
0.952963,0.913645,0.915450
0.951854,0.910339,0.915709
0.955018,0.909895,0.914896
0.953209,0.907326,0.914242
0.953308,0.909086,0.912267
0.950051,0.906900,0.911289
0.951751,0.909159,0.913770
0.955055,0.907874,0.912468
0.954696,0.911485,0.913172
0.950456,0.909545,0.914194
0.950956,0.909049,0.913211
0.949020,0.908595,0.913963
0.954432,0.912239,0.912416
0.955266,0.908122,0.913187
0.952965,0.911305,0.911409
0.951167,0.911066,0.908723
0.954894,0.912017,0.912568
0.952741,0.911621,0.910446
0.949941,0.907954,0.914914
0.952828,0.911698,0.914009
0.955672,0.910097,0.913844
0.951522,0.907441,0.911672
0.951942,0.908109,0.911392
0.951091,0.910603,0.910822
0.949237,0.912988,0.912462
0.950073,0.906905,0.908957
0.951836,0.908999,0.912799
0.951531,0.909338,0.909849
0.953752,0.905755,0.912631
0.950466,0.907744,0.910083
0.950948,0.907798,0.909167
0.950156,0.908042,0.912334
0.953327,0.907278,0.911086
0.948888,0.902538,0.909799
0.950147,0.909276,0.911881
0.944542,0.906427,0.907883
0.949916,0.909538,0.908950
0.943998,0.905090,0.909131
0.948494,0.908839,0.908648
0.945532,0.908484,0.909233
0.944859,0.906363,0.909543
0.947858,0.907902,0.909018
0.950019,0.908340,0.909215
0.947581,0.907797,0.906139
0.949735,0.909404,0.909644
0.950242,0.907960,0.908912
0.948792,0.907782,0.911873
0.946465,0.904705,0.908915
0.943615,0.906551,0.910363
0.946860,0.911413,0.906898
0.950418,0.906361,0.910034
0.950713,0.904906,0.909362
0.952986,0.905736,0.910101
0.951215,0.910879,0.908034
0.949055,0.910727,0.910501
0.947517,0.906569,0.908578
0.952573,0.909102,0.908817
0.952996,0.908364,0.909829
0.947066,0.907705,0.908868
0.947687,0.906600,0.907616
0.950406,0.906702,0.909399
0.945561,0.907563,0.907884
0.950153,0.908596,0.908452
0.943644,0.907533,0.907017
0.946857,0.907519,0.910153
0.943830,0.907411,0.908641
0.941538,0.908653,0.911229
0.946861,0.908983,0.908113
0.950234,0.906603,0.909878
0.947375,0.909981,0.907289
0.946492,0.906986,0.907539
0.948814,0.904052,0.906353
0.951225,0.905580,0.906912
0.951516,0.905461,0.907800
0.948771,0.909415,0.907880
0.948592,0.907362,0.906444
0.950606,0.907199,0.907817
0.950482,0.905510,0.907640
0.951061,0.906728,0.908646
0.949799,0.906857,0.907869
0.948009,0.908201,0.906254
0.949681,0.906995,0.907839
0.950309,0.907520,0.907433
0.945457,0.907183,0.904495
0.948093,0.905405,0.907604
0.949990,0.905379,0.906241
0.947848,0.909190,0.908462
0.947295,0.906629,0.905017
0.950792,0.907802,0.907670
0.946227,0.909409,0.907442
0.949477,0.905791,0.905195
0.947396,0.904528,0.905862
0.948141,0.906000,0.904410
0.945113,0.906649,0.906321
0.952947,0.904475,0.907538
0.947107,0.904572,0.908639
0.952639,0.904847,0.905727
0.944738,0.903031,0.905311
0.947529,0.905915,0.906588
0.947479,0.905303,0.907926
0.945104,0.907047,0.905188
0.946600,0.907035,0.907382
0.944767,0.907099,0.909141
0.945937,0.905631,0.908204
0.946844,0.905548,0.905649
0.947354,0.904761,0.905174
0.946339,0.907488,0.905828
0.947166,0.904413,0.906563
0.945967,0.904252,0.905141
0.943543,0.906839,0.906319
0.943129,0.905358,0.906180
0.947948,0.905672,0.903168
0.947436,0.906082,0.908807
0.948703,0.905603,0.905978
0.949975,0.904100,0.906854
0.949601,0.910194,0.903506
0.949106,0.906571,0.908632
0.948729,0.906438,0.904985
0.947572,0.907665,0.908126
0.946499,0.903877,0.903737
0.945931,0.904433,0.908964
0.948130,0.904143,0.906504
0.947380,0.909105,0.907541
0.945253,0.907633,0.906685
0.948622,0.906702,0.909258
0.945218,0.908262,0.906168
0.948051,0.906924,0.908898
0.946642,0.906633,0.910206
0.948669,0.906485,0.908409
0.946477,0.906240,0.907037
0.946142,0.905136,0.912809
0.948426,0.908733,0.905874
0.948337,0.908640,0.912291
0.949278,0.904098,0.907463
0.950563,0.907876,0.909025
0.949302,0.905891,0.909084
0.947980,0.909985,0.909621
0.948272,0.906312,0.908759
0.948423,0.904900,0.909566
0.947328,0.907345,0.905794
0.947991,0.905554,0.908743
0.944190,0.906839,0.909036
0.942621,0.909028,0.910744
0.942378,0.903256,0.908213
0.943977,0.910763,0.912122
0.941068,0.906598,0.908825
0.943139,0.909533,0.910360
0.943189,0.907074,0.908699
0.945895,0.909215,0.909702
0.942692,0.908592,0.908954
0.943931,0.907450,0.909842
0.942059,0.907660,0.906973
0.944551,0.907942,0.909424
0.945149,0.904866,0.910089
0.947787,0.910171,0.909261
0.947586,0.905671,0.906537
0.943190,0.907006,0.909648
0.944281,0.907931,0.909386
0.943412,0.906742,0.908160
0.944751,0.906967,0.909034
0.941450,0.904329,0.909813
0.943313,0.905314,0.911728
0.946703,0.911102,0.912331
0.943790,0.907198,0.912239
0.945074,0.908819,0.911202
0.941433,0.908574,0.910267
0.943282,0.907929,0.911744
0.942136,0.906631,0.911927
0.944815,0.910579,0.912204
0.943359,0.910435,0.912812
0.943541,0.909522,0.915678
0.944651,0.908852,0.912814
0.942158,0.907890,0.914082
0.942897,0.906812,0.911288
0.945015,0.910019,0.911874
0.942212,0.915389,0.914213
0.943065,0.910546,0.912407
0.940734,0.908075,0.912273
0.943264,0.910425,0.913401
0.944086,0.909138,0.913741
0.945194,0.909978,0.913501
0.942288,0.909302,0.913724
0.942175,0.913343,0.912774
0.941607,0.908128,0.914099
0.942824,0.911430,0.917215
0.944872,0.910495,0.912316
0.945562,0.907710,0.915008
0.944341,0.910856,0.914018
0.944091,0.913101,0.912817
0.942439,0.911026,0.917188
0.942061,0.907943,0.916930
0.945645,0.908733,0.916043
0.942803,0.910485,0.916408
0.942211,0.910216,0.915472
0.945169,0.911399,0.918905
0.943554,0.911742,0.916436
0.944175,0.910395,0.915870
0.943066,0.910392,0.915713
0.944875,0.913105,0.915551
0.940825,0.910522,0.915070
0.945543,0.909823,0.915415
0.943374,0.912661,0.915377
0.941844,0.912399,0.916941
0.946132,0.911918,0.917103
0.943513,0.911647,0.916367
0.941504,0.913900,0.919696
0.942081,0.911903,0.917397
0.937771,0.910478,0.917142
0.941936,0.913880,0.915968
0.936736,0.913026,0.915231
0.939457,0.912599,0.917226
0.935721,0.913061,0.917866
0.936958,0.914351,0.918525
0.937052,0.913902,0.916170
0.942217,0.913818,0.918856
0.942581,0.914431,0.916010
0.941368,0.915235,0.920227
0.943395,0.914845,0.915198
0.942325,0.915634,0.916920
0.937962,0.916845,0.916429
0.942617,0.915657,0.917654
0.942777,0.914891,0.918103
0.943639,0.916726,0.919848
0.942093,0.914420,0.920200
0.942228,0.919958,0.919034
0.942275,0.919360,0.918464
0.941951,0.922148,0.918954
0.942797,0.917086,0.918649
0.943718,0.920052,0.917017
0.940143,0.916549,0.917707
0.939794,0.911689,0.918120
0.942675,0.917500,0.916304
0.941558,0.916283,0.919274
0.940387,0.915635,0.920421
0.942911,0.917296,0.920335
0.942489,0.915242,0.920313
0.940720,0.919923,0.918401
0.939199,0.916587,0.918584
0.942185,0.919130,0.916344
0.942212,0.919228,0.919422
0.940015,0.918565,0.918378
0.943318,0.916140,0.918044
0.942280,0.917770,0.920298
0.938083,0.918225,0.920558
0.941335,0.918181,0.923832
0.941242,0.916717,0.922241
0.940236,0.921487,0.923475
0.939949,0.918500,0.921331
0.940566,0.921849,0.922584
0.938628,0.918080,0.923632
0.942834,0.924567,0.923601
0.937134,0.920808,0.922462
0.940037,0.921669,0.923830
0.937986,0.921166,0.922751
0.939958,0.923151,0.921346
0.940022,0.919829,0.921682
0.937237,0.923947,0.921262
0.938737,0.921591,0.925371
0.937684,0.920987,0.923565
0.938518,0.919479,0.922041
0.938833,0.921018,0.920754
0.938648,0.915837,0.921592
0.943161,0.921302,0.925963
0.940482,0.917102,0.929167
0.938988,0.922055,0.932878
0.937889,0.921057,0.934927
0.938276,0.921668,0.935884
0.936684,0.920344,0.935812
0.939561,0.922085,0.937547
0.939952,0.921534,0.936442
0.938453,0.923780,0.934421
0.940049,0.925804,0.930433
0.940248,0.925402,0.928728
0.940817,0.919729,0.927237
0.942829,0.922063,0.929566
0.938189,0.921421,0.926069
0.939887,0.924935,0.927491
0.937286,0.926061,0.924862
0.940243,0.926607,0.926248
0.941187,0.925875,0.924787
0.940513,0.927929,0.925085
0.939762,0.926951,0.927326
0.940641,0.927460,0.927560
0.938694,0.926289,0.925377
0.939641,0.928767,0.928070
0.938660,0.927716,0.927348
0.941161,0.927876,0.928541
0.939762,0.926770,0.923786
0.940711,0.928959,0.926113
0.939036,0.928529,0.924738
0.937861,0.931389,0.928462
0.940440,0.927900,0.924426
0.937463,0.930052,0.927499
0.937185,0.929605,0.926624
0.938474,0.928022,0.925778
0.936181,0.926518,0.926805
0.936099,0.930845,0.926191
0.933622,0.926730,0.926621
0.936067,0.929644,0.928537
0.932031,0.929810,0.925257
0.937566,0.929792,0.928111
0.936908,0.929826,0.925290
0.940349,0.929581,0.925078
0.938703,0.929735,0.928234
0.938706,0.930790,0.929036
0.940113,0.931475,0.928562
0.939252,0.931439,0.928487
0.936048,0.931513,0.928633
0.939206,0.931174,0.927397
0.941071,0.933794,0.927393
0.941050,0.930604,0.928745
0.936847,0.928553,0.927336
0.938469,0.934691,0.930117
0.937607,0.936614,0.930563
0.937758,0.934411,0.925905
0.938620,0.936144,0.926688
0.937105,0.936637,0.931223
0.937988,0.934879,0.926640
0.940387,0.932315,0.930014
0.937220,0.933692,0.929439
0.938697,0.934124,0.928057
0.937486,0.936686,0.927607
0.935138,0.936278,0.930913
0.938522,0.932296,0.929751
0.934999,0.936129,0.928064
0.937437,0.934870,0.930173
0.939166,0.937107,0.929550
0.935558,0.936208,0.929599
0.936575,0.937201,0.933409
0.938222,0.936875,0.929174
0.937760,0.940364,0.929158
0.936883,0.932892,0.927999
0.935867,0.938520,0.932729
0.935685,0.940250,0.930491
0.937292,0.940076,0.932076
0.935933,0.939052,0.933284
0.938037,0.939380,0.932863
0.938507,0.938425,0.932247
0.940379,0.938555,0.934319
0.937105,0.940922,0.932592
0.937971,0.942160,0.936663
0.938400,0.941303,0.932823
0.937290,0.943731,0.930894
0.935592,0.939659,0.931542
0.936745,0.941725,0.934656
0.936861,0.941030,0.933456
0.936982,0.942538,0.932832
0.936208,0.944564,0.936253
0.937122,0.944483,0.937797
0.935804,0.941995,0.935500
0.939193,0.941941,0.936984
0.937067,0.941000,0.934465
0.938646,0.942843,0.936150
0.935914,0.945727,0.935196
0.937235,0.943775,0.938348
0.936668,0.944979,0.935277
0.937815,0.942889,0.939726
0.936374,0.945575,0.936900
0.936013,0.942386,0.936875
0.934110,0.943519,0.936185
0.934610,0.947837,0.937674
0.933319,0.947578,0.937924
0.936565,0.947757,0.940001
0.937568,0.942565,0.937774
0.940083,0.945606,0.940867
0.945594,0.943202,0.938070
0.949099,0.944479,0.939289
0.944752,0.949685,0.938481
0.944286,0.950328,0.940262
0.944981,0.952692,0.938768
0.944404,0.952285,0.940668
0.943901,0.957157,0.941920
0.943345,0.955898,0.941794
0.941355,0.955483,0.938860
0.943811,0.957891,0.942820
0.941915,0.957043,0.940202
0.942081,0.957781,0.942003
0.940467,0.953191,0.943742
0.941043,0.953767,0.942349
0.942671,0.952835,0.938205
0.944029,0.950998,0.942184
0.942067,0.952974,0.942476
0.937466,0.952812,0.942973
0.934469,0.951704,0.941961
0.935945,0.952822,0.944793
0.935639,0.952232,0.940780
0.933648,0.957360,0.945079
0.935142,0.956244,0.944049
0.934766,0.952905,0.944314
0.936404,0.953588,0.945794
0.936944,0.955185,0.945007
0.937346,0.955963,0.945763
0.939679,0.953783,0.948129
0.935694,0.956370,0.943733
0.936465,0.956353,0.943883
0.934780,0.958079,0.947581
0.940160,0.956698,0.948238
0.936569,0.957101,0.949198
0.937870,0.956116,0.947438
0.936678,0.954171,0.945758
0.937979,0.954949,0.951665
0.935618,0.956883,0.948693
0.935646,0.958284,0.951520
0.936096,0.959838,0.949030
0.939074,0.958860,0.952637
0.935720,0.962225,0.951502
0.938358,0.962543,0.954240
0.938338,0.961758,0.951487
0.940020,0.960127,0.952393
0.936925,0.957998,0.954793
0.940365,0.964341,0.957144
0.938549,0.964144,0.954972
0.936436,0.966972,0.955674
0.933043,0.963638,0.954258
0.936520,0.966485,0.956671
0.934808,0.966128,0.954617
0.939518,0.963170,0.956018
0.938725,0.965233,0.956568
0.937893,0.971301,0.956742
0.937969,0.966775,0.957938
0.935848,0.967506,0.958277
0.936750,0.968132,0.957125
0.938290,0.967190,0.959031
0.938898,0.967495,0.961344
0.938563,0.968880,0.957439
0.938878,0.969658,0.959215
0.938326,0.971016,0.960270
0.937725,0.968963,0.961376
0.940441,0.968093,0.963393
0.938144,0.966872,0.960220
0.938740,0.968967,0.961118
0.936887,0.970004,0.961950
0.938517,0.972425,0.962499
0.937856,0.970495,0.964859
0.935687,0.973541,0.962890
0.934019,0.973997,0.962363
0.937551,0.976724,0.965902
0.935446,0.975229,0.966203
0.936081,0.973382,0.967957
0.939318,0.975066,0.966533
0.938077,0.975045,0.966698
0.933626,0.973510,0.968729
0.939204,0.976360,0.968814
0.937912,0.974137,0.970815
0.938080,0.976391,0.969164
0.937361,0.976496,0.969957
0.940124,0.978313,0.973187
0.939852,0.976356,0.970008
0.939143,0.981715,0.970036
0.938437,0.983771,0.971614
0.940371,0.981969,0.972980
0.936311,0.981705,0.972016
0.940634,0.981805,0.974790
0.939449,0.980515,0.976187
0.943200,0.980914,0.976375
0.940568,0.978950,0.972176
0.936349,0.983980,0.974105
0.934271,0.983227,0.975647
0.939707,0.985525,0.976804
0.936711,0.985150,0.973756
0.939031,0.984118,0.977370
0.939020,0.986804,0.976957
0.938955,0.985927,0.977444
0.938481,0.986032,0.977811
0.940215,0.987329,0.977994
0.937479,0.989255,0.981420
0.941162,0.984815,0.980274
0.940106,0.986001,0.977860
0.942421,0.985742,0.981118
0.935101,0.990376,0.984135
0.939852,0.989656,0.982715
0.939551,0.991381,0.983394
0.940311,0.991432,0.984309
0.938652,0.993279,0.984372
0.940771,0.987745,0.984014
0.940456,0.993790,0.985698
0.939243,0.995792,0.986316
0.936794,0.997869,0.988515
0.937602,0.994427,0.988846
0.936060,0.993920,0.987024
0.940211,0.998021,0.991099
0.938899,0.997018,0.988926
0.940941,0.996764,0.989940
0.938706,0.998091,0.987531
0.936484,0.997614,0.991310
0.938190,0.996155,0.992973
0.941163,0.998228,0.992375
0.940364,0.997867,0.991864
0.941416,0.999393,0.993581
0.935355,0.995352,0.990773
0.939514,1.001118,0.993688
0.940738,1.000019,0.995149
0.942603,1.003430,0.995660
0.940602,1.002179,0.994820
0.942031,1.003399,0.996921
0.937847,1.002381,0.997803
0.940254,1.002354,1.000632
0.940163,1.003493,0.999992
0.939355,1.005430,0.998238
0.938122,1.007190,1.001909
0.939813,1.009515,1.001843
0.939139,1.005318,0.999951
0.941412,1.003331,1.004478
0.942391,1.006524,1.003486
0.941230,1.010025,1.006592
0.937705,1.008638,1.005074
0.939726,1.011874,1.003568
0.940413,1.011099,1.005018
0.941572,1.010757,1.005120
0.942086,1.009799,1.004035
0.941769,1.012771,1.006461
0.940606,1.012580,1.006554
0.940637,1.014262,1.007898
0.938803,1.010180,1.004445
0.940734,1.014288,1.008500
0.940465,1.010578,1.008480
0.939758,1.015162,1.009576
0.937852,1.013618,1.010963
0.938034,1.012989,1.013408
0.937855,1.012495,1.015853
0.939459,1.016480,1.019403
0.938544,1.013786,1.017836
0.941209,1.018362,1.018046
0.938873,1.016751,1.020449
0.941405,1.019098,1.019880
0.939983,1.019951,1.018642
0.941409,1.019050,1.020709
0.938095,1.020628,1.014095
0.939579,1.018162,1.015654
0.940967,1.022934,1.016502
0.936595,1.022213,1.018692
0.935886,1.024807,1.019430
0.938636,1.024777,1.021141
0.938226,1.026130,1.020011
0.937479,1.024692,1.021920
0.938778,1.028719,1.023916
0.938596,1.028793,1.025768
0.940041,1.027530,1.022649
0.940231,1.031982,1.023963
0.940551,1.033581,1.027133
0.941017,1.026902,1.028661
0.940634,1.030694,1.028092
0.942206,1.033624,1.030280
0.938680,1.033627,1.029262
0.940738,1.029215,1.031164
0.939359,1.031239,1.028615
0.941425,1.034581,1.032557
0.941836,1.033774,1.030484
0.944243,1.036386,1.029817
0.941461,1.036403,1.029724
0.946602,1.037036,1.030534
0.946213,1.035052,1.027830
0.943752,1.036843,1.032891
