# R,G,B per-pixel gain multiplier
0.980321,0.951625,0.954668
0.984635,0.953545,0.953610
0.983591,0.954711,0.956387
0.981308,0.951933,0.955047
0.980827,0.953005,0.954043
0.982917,0.958565,0.953975
0.979854,0.950042,0.950449
0.982589,0.952109,0.953408
0.978149,0.951314,0.951081
0.983115,0.949632,0.952676
0.980710,0.953044,0.951798
0.982813,0.951889,0.952740
0.980951,0.949505,0.951577
0.981730,0.951763,0.949826
0.982995,0.952309,0.950060
0.980556,0.949840,0.951293
0.980413,0.949959,0.948493
0.977933,0.951105,0.949716
0.980220,0.952847,0.952373
0.980804,0.948967,0.952823
0.980579,0.951405,0.951327
0.979521,0.947633,0.954181
0.977855,0.949200,0.949678
0.979536,0.949937,0.951786
0.981185,0.947320,0.950127
0.981597,0.951221,0.951230
0.983120,0.948473,0.949927
0.979857,0.947964,0.951244
0.977628,0.949266,0.950459
0.973366,0.950265,0.947815
0.979434,0.947954,0.947759
0.977010,0.949096,0.951126
0.981777,0.944785,0.946110
0.980753,0.946778,0.950901
0.983873,0.945911,0.947430
0.983387,0.950113,0.950336
0.979922,0.948964,0.947655
0.979579,0.947582,0.947790
0.977664,0.945109,0.946981
0.977540,0.946100,0.945011
0.976576,0.945135,0.946904
0.981136,0.946618,0.945693
0.980130,0.945247,0.945530
0.977549,0.947651,0.950074
0.975687,0.946459,0.951566
0.975974,0.945464,0.951824
0.980334,0.947490,0.950921
0.975977,0.945964,0.949186
0.978052,0.945617,0.949242
0.977552,0.948995,0.950200
0.976441,0.948695,0.948518
0.978553,0.948520,0.949204
0.975782,0.945611,0.948416
0.978386,0.947721,0.946987
0.974454,0.946375,0.948474
0.975739,0.946959,0.950440
0.975520,0.943963,0.947462
0.979884,0.946470,0.951587
0.977649,0.944629,0.949034
0.977657,0.948084,0.945398
0.974508,0.938798,0.945426
0.975315,0.945220,0.942944
0.972818,0.938188,0.942585
0.975043,0.943144,0.942577
0.977239,0.942970,0.942586
0.974152,0.945466,0.944125
0.975124,0.940645,0.942902
0.972651,0.943121,0.945630
0.972554,0.941547,0.943617
0.976050,0.941481,0.947676
0.974799,0.944339,0.942635
0.977854,0.940828,0.944195
0.976775,0.942769,0.943948
0.977552,0.943649,0.942160
0.976889,0.944510,0.940656
0.975448,0.942585,0.941572
0.978088,0.944608,0.941423
0.978340,0.939046,0.943655
0.975892,0.944632,0.941538
0.978975,0.941620,0.943569
0.975515,0.937939,0.941543
0.978277,0.941217,0.941610
0.974857,0.941009,0.940397
0.976610,0.942200,0.941460
0.975447,0.938217,0.937968
0.979938,0.940862,0.939315
0.974746,0.937145,0.940497
0.975596,0.936465,0.939833
0.974336,0.942714,0.940853
0.974007,0.940426,0.940214
0.975978,0.938772,0.938686
0.971131,0.940828,0.941294
0.972857,0.936910,0.941817
0.976840,0.939588,0.940540
0.977757,0.936173,0.939237
0.973591,0.941745,0.939323
0.973129,0.936859,0.940369
0.976161,0.942495,0.939344
0.972963,0.936925,0.942138
0.974540,0.942191,0.939496
0.971720,0.940444,0.939206
0.975523,0.942387,0.939121
0.973603,0.934704,0.937469
0.976538,0.938244,0.939306
0.972358,0.939016,0.938496
0.974993,0.937954,0.939638
0.971691,0.940998,0.937154
0.977210,0.939355,0.940961
0.976050,0.938407,0.937410
0.975004,0.939349,0.938076
0.974043,0.936806,0.937668
0.976800,0.938817,0.937060
0.974564,0.940403,0.936744
0.974390,0.936886,0.937326
0.973835,0.938688,0.936010
0.977974,0.932781,0.936284
0.974908,0.939622,0.935902
0.975562,0.940119,0.937310
0.973110,0.936645,0.938295
0.972324,0.936165,0.936232
0.969160,0.938539,0.934654
0.967595,0.936353,0.936863
0.973129,0.935234,0.934656
0.973992,0.936080,0.937066
0.973643,0.935528,0.935927
0.972704,0.936198,0.934772
0.971532,0.932533,0.936681
0.972524,0.936419,0.937410
0.972412,0.938232,0.934497
0.975845,0.935285,0.937655
0.971820,0.933169,0.937590
0.976482,0.936376,0.935737
0.971834,0.936520,0.937154
0.975189,0.935729,0.935726
0.974527,0.932837,0.936518
0.975175,0.937576,0.934948
0.974754,0.932796,0.933916
0.975125,0.936503,0.933571
0.972127,0.935060,0.933013
0.972031,0.935766,0.932710
0.968899,0.933590,0.934358
0.968146,0.936109,0.933136
0.967837,0.934914,0.931799
0.970726,0.933008,0.932490
0.970286,0.930850,0.930501
0.972863,0.934245,0.931513
0.972586,0.929440,0.932012
0.971529,0.934959,0.933668
0.972597,0.933577,0.931864
0.967730,0.931280,0.931613
0.971656,0.931093,0.931980
0.971030,0.932416,0.932781
0.972453,0.932387,0.931058
0.974653,0.933442,0.931195
0.972680,0.930249,0.931074
0.973303,0.933442,0.930278
0.973641,0.931250,0.931765
0.972708,0.930548,0.930558
0.971172,0.929075,0.929284
0.974459,0.929508,0.928232
0.968409,0.929562,0.930938
0.971928,0.928695,0.933494
0.971589,0.933975,0.931301
0.972294,0.931849,0.929743
0.968654,0.930691,0.929669
0.972327,0.934573,0.930218
0.968252,0.929373,0.929516
0.968261,0.931372,0.928966
0.969047,0.929504,0.932336
0.971390,0.928488,0.931588
0.970467,0.927232,0.931952
0.971061,0.930065,0.930659
0.973584,0.929594,0.928853
0.976071,0.925856,0.931371
0.975643,0.932158,0.927842
0.973010,0.929384,0.930918
0.975006,0.928191,0.930724
0.973612,0.927760,0.929712
0.973572,0.929621,0.929135
0.972007,0.929293,0.928774
0.966139,0.927267,0.929730
0.967022,0.926412,0.928997
0.969269,0.924530,0.927298
0.976958,0.928787,0.930692
0.970912,0.927001,0.927646
0.973519,0.926626,0.929002
0.971318,0.928442,0.926370
0.968660,0.930753,0.928751
0.966279,0.927506,0.926947
0.968863,0.925585,0.926411
0.964745,0.928375,0.927617
0.971060,0.926985,0.925605
0.968194,0.926113,0.928141
0.969307,0.926552,0.927816
0.969362,0.925837,0.926958
0.968200,0.925814,0.926357
0.969500,0.928065,0.928108
0.968158,0.927792,0.929819
0.965976,0.926318,0.926516
0.967808,0.926968,0.925964
0.970086,0.922829,0.925652
0.967894,0.927189,0.928272
0.970061,0.926774,0.925939
0.967888,0.925337,0.927498
0.967387,0.925524,0.927699
0.970026,0.926614,0.926892
0.963571,0.927213,0.926314
0.968585,0.928177,0.927296
0.966447,0.925152,0.926393
0.969682,0.926510,0.928012
0.962444,0.925807,0.928449
0.967120,0.925969,0.925986
0.967034,0.922187,0.927025
0.966429,0.924499,0.925358
0.965048,0.926644,0.924855
0.967755,0.927912,0.927874
0.968325,0.924221,0.925879
0.969447,0.924539,0.923509
0.965155,0.925723,0.925276
0.968858,0.926306,0.924559
0.966254,0.923571,0.923985
0.961901,0.926860,0.926945
0.961001,0.927985,0.923712
0.966674,0.923969,0.928355
0.967604,0.925197,0.926336
0.968394,0.924224,0.926271
0.968293,0.925816,0.924646
0.968193,0.921832,0.927781
0.961617,0.924778,0.925830
0.967935,0.926056,0.926343
0.965127,0.925336,0.926962
0.962827,0.925224,0.930313
0.961608,0.919487,0.926625
0.964840,0.926082,0.927740
0.964428,0.917784,0.928023
0.968396,0.921558,0.925076
0.966865,0.925905,0.924047
0.965982,0.924328,0.926137
0.964878,0.923266,0.926113
0.968154,0.924122,0.928406
0.967308,0.922763,0.924624
0.962796,0.922232,0.926008
0.962720,0.923149,0.922012
0.965268,0.924064,0.927232
0.962005,0.924724,0.926394
0.962882,0.920779,0.925906
0.964959,0.922504,0.926782
0.969610,0.923317,0.927016
0.972325,0.919733,0.924813
0.976646,0.924869,0.930957
0.978484,0.924322,0.926723
0.984564,0.930857,0.932288
0.992255,0.936263,0.931999
0.990896,0.941312,0.934706
0.991880,0.946193,0.938221
0.994513,0.950253,0.943565
0.996426,0.954058,0.945843
0.997806,0.959306,0.949898
0.996526,0.957354,0.952218
1.000598,0.959519,0.952901
0.998926,0.960466,0.955156
1.003284,0.962096,0.957467
1.003019,0.966940,0.962449
1.005359,0.967898,0.965300
1.003015,0.969246,0.965647
1.006284,0.970024,0.972142
1.006192,0.970477,0.971594
1.010285,0.974337,0.972453
1.008111,0.975838,0.973273
1.012947,0.975359,0.975718
1.010843,0.976293,0.976945
1.016510,0.979150,0.977182
1.017189,0.982822,0.976926
1.019659,0.983552,0.980127
1.017741,0.983246,0.978602
1.019083,0.984739,0.984006
1.015021,0.984931,0.981288
1.018164,0.987363,0.981795
1.016264,0.984366,0.982961
1.018268,0.986484,0.986275
1.013780,0.983830,0.987879
1.019318,0.981582,0.988231
1.018443,0.985184,0.989519
1.021449,0.982099,0.988001
1.018683,0.981458,0.988956
1.021264,0.984347,0.987505
1.019542,0.981240,0.982945
1.025699,0.983584,0.986362
1.021563,0.984685,0.984434
1.021335,0.982194,0.981776
1.019127,0.980266,0.981741
1.018587,0.981434,0.979868
1.017582,0.978857,0.978212
1.013430,0.979592,0.975614
1.005204,0.976347,0.974256
0.994793,0.974426,0.971756
0.986136,0.969933,0.968428
0.978246,0.959270,0.968126
0.975226,0.953532,0.963731
0.970526,0.945466,0.964233
0.967768,0.942432,0.959011
0.967428,0.935555,0.959892
0.965421,0.930622,0.953647
0.964753,0.925296,0.947489
0.960534,0.924168,0.944654
0.961992,0.923414,0.941875
0.961992,0.920614,0.935464
0.961841,0.916115,0.933278
0.957580,0.915712,0.927151
0.960451,0.916550,0.924431
0.957489,0.916665,0.926669
0.959670,0.915880,0.925566
0.957708,0.915998,0.920956
0.955722,0.919878,0.919674
0.953591,0.918390,0.918883
0.958028,0.913987,0.919899
0.958930,0.911744,0.917981
0.962436,0.919012,0.920150
0.957479,0.912438,0.917017
0.960114,0.918203,0.919034
0.957129,0.914711,0.917105
0.958181,0.911973,0.916811
0.958364,0.915252,0.916863
0.960698,0.914690,0.917310
0.958427,0.913120,0.917045
0.958302,0.916077,0.915250
0.957432,0.913875,0.914831
0.956744,0.914942,0.918653
0.957899,0.913386,0.914907
0.958784,0.912210,0.916657
0.957453,0.914548,0.915125
0.953887,0.913665,0.919586
0.956361,0.913546,0.915697
0.958446,0.912327,0.917909
0.956618,0.913547,0.918892
0.955046,0.918614,0.918937
0.953970,0.912017,0.916859
0.956482,0.914179,0.915786
0.955931,0.910185,0.916760
0.957481,0.915261,0.917575
0.956257,0.912203,0.913813
0.956331,0.915020,0.916894
0.953950,0.916008,0.916130
0.956071,0.915001,0.916368
0.960640,0.915035,0.916942
0.964552,0.911275,0.915554
0.967877,0.910223,0.917129
0.974564,0.912707,0.917679
0.976862,0.912287,0.915425
0.978884,0.911455,0.916356
0.973181,0.913079,0.915823
0.973681,0.915265,0.918203
0.974495,0.911446,0.915813
0.970813,0.916380,0.917716
0.975274,0.913826,0.916371
0.977485,0.914486,0.916428
0.974359,0.913151,0.914927
0.978822,0.913774,0.915095
0.973287,0.912372,0.914003
0.969496,0.911847,0.917755
0.963892,0.911047,0.916427
0.960513,0.910588,0.917575
0.956624,0.907540,0.914294
0.953362,0.908668,0.912074
0.952497,0.908959,0.915514
0.952944,0.910707,0.915392
0.953356,0.910739,0.917332
0.955784,0.909647,0.917744
0.954978,0.911924,0.915322
0.956757,0.908074,0.918046
0.958367,0.912890,0.913452
0.957354,0.913977,0.916785
0.957523,0.910928,0.914458
0.959841,0.909869,0.913846
0.959711,0.912033,0.915410
0.960353,0.911050,0.917582
0.956997,0.911372,0.913679
0.958632,0.911947,0.913754
0.958066,0.910462,0.913570
0.964603,0.909656,0.915523
0.961157,0.910822,0.913576
0.963133,0.911664,0.913825
0.961964,0.907918,0.910966
0.964985,0.913969,0.913200
0.965727,0.910027,0.913119
0.963927,0.914285,0.915704
0.960836,0.911356,0.913427
0.959106,0.908819,0.915274
0.956463,0.910227,0.914459
0.954849,0.911233,0.914783
0.956269,0.910715,0.915181
0.954578,0.912842,0.916393
0.956288,0.912945,0.914368
0.954133,0.910346,0.915515
0.950687,0.912433,0.914969
0.954092,0.910004,0.914027
0.953351,0.909064,0.913670
0.951800,0.912993,0.914550
0.951002,0.909779,0.914808
0.954407,0.909269,0.914025
0.952700,0.906798,0.913355
0.952826,0.908411,0.911355
0.949604,0.906288,0.910445
0.951395,0.908529,0.912901
0.954659,0.907302,0.911463
0.954300,0.910865,0.912265
0.950026,0.908967,0.913355
0.950691,0.908494,0.912306
0.948575,0.907989,0.913115
0.954007,0.911659,0.911608
0.954848,0.907579,0.912339
0.952542,0.910693,0.910567
0.950819,0.910498,0.907912
0.954579,0.911384,0.911694
0.952411,0.911043,0.909508
0.949769,0.907239,0.914072
0.952602,0.911129,0.913111
0.955346,0.909382,0.913029
0.951246,0.906820,0.910843
0.951633,0.907513,0.910365
0.950810,0.910115,0.909954
0.948878,0.912513,0.911547
0.949668,0.906335,0.908120
0.951417,0.908581,0.911950
0.951236,0.908882,0.909085
0.953405,0.905255,0.911778
0.950199,0.907263,0.909175
0.950727,0.907179,0.908235
0.949900,0.907499,0.911499
0.953083,0.906743,0.910233
0.948507,0.902084,0.908998
0.949975,0.908692,0.911041
0.944225,0.905955,0.907023
0.949722,0.909094,0.908093
0.943669,0.904537,0.908440
0.948195,0.908303,0.907821
0.945277,0.907918,0.908525
0.944604,0.905836,0.908787
0.947645,0.907454,0.908325
0.949847,0.907835,0.908484
0.947365,0.907280,0.905378
0.949439,0.909008,0.908869
0.950005,0.907501,0.908159
0.948522,0.907292,0.911195
0.946265,0.904102,0.908046
0.943317,0.906014,0.909656
0.946526,0.910886,0.906101
0.950107,0.905910,0.909283
0.950455,0.904589,0.908479
0.952860,0.905186,0.909224
0.951050,0.910414,0.907095
0.948814,0.910212,0.909709
0.947326,0.906079,0.907747
0.952412,0.908570,0.908010
0.952883,0.907812,0.908907
0.946847,0.907167,0.907994
0.947529,0.906184,0.906795
0.950288,0.906281,0.908561
0.945388,0.907063,0.907148
0.950016,0.908061,0.907573
0.943452,0.907011,0.906118
0.946637,0.906957,0.909256
0.943648,0.906911,0.907733
0.941306,0.908168,0.910393
0.946574,0.908456,0.907265
0.950118,0.906116,0.908942
0.947290,0.909588,0.906479
0.946344,0.906456,0.906704
0.948712,0.903474,0.905504
0.951057,0.905098,0.906038
0.951427,0.904915,0.907033
0.948660,0.908891,0.907046
0.948488,0.906869,0.905547
0.950627,0.906813,0.906917
0.950356,0.905060,0.906869
0.950956,0.906109,0.907861
0.949701,0.906325,0.906992
0.947832,0.907813,0.905293
0.949631,0.906404,0.907081
0.950214,0.907134,0.906618
0.945320,0.906681,0.903720
0.947990,0.904949,0.906857
0.949986,0.904900,0.905492
0.947853,0.908866,0.907689
0.947213,0.906273,0.904296
0.950769,0.907220,0.906912
0.946210,0.909013,0.906620
0.949447,0.905211,0.904399
0.947227,0.904048,0.905003
0.948055,0.905538,0.903543
0.945042,0.906330,0.905513
0.953049,0.904063,0.906775
0.947059,0.904063,0.907796
0.952647,0.904373,0.904910
0.944739,0.902575,0.904484
0.947472,0.905550,0.905806
0.947404,0.904801,0.907125
0.945020,0.906462,0.904331
0.946558,0.906609,0.906558
0.944730,0.906679,0.908378
0.946031,0.905294,0.907380
0.946802,0.905194,0.904959
0.947288,0.904362,0.904392
0.946301,0.907045,0.905118
0.947099,0.904059,0.905796
0.945962,0.903966,0.904348
0.943615,0.906395,0.905602
0.943109,0.904951,0.905443
0.947962,0.905328,0.902436
0.947419,0.905671,0.908015
0.948725,0.905162,0.905180
0.950073,0.903648,0.906174
0.949618,0.909625,0.902818
0.949078,0.906109,0.907951
0.948744,0.906006,0.904196
0.947679,0.907216,0.907524
0.946441,0.903507,0.902953
0.945910,0.903887,0.908273
0.948248,0.903647,0.905867
0.947360,0.908652,0.906957
0.945284,0.907239,0.905983
0.948691,0.906177,0.908657
0.945141,0.907923,0.905578
0.948080,0.906535,0.908293
0.946684,0.906200,0.909575
0.948729,0.905948,0.907757
0.946582,0.905812,0.906267
0.946097,0.904725,0.912169
0.948468,0.908300,0.905363
0.948388,0.908307,0.911644
0.949338,0.903710,0.906777
0.950639,0.907438,0.908338
0.949422,0.905397,0.908394
0.948049,0.909533,0.909035
0.948329,0.905967,0.907975
0.948508,0.904417,0.908878
0.947281,0.906841,0.905032
0.948018,0.905202,0.908111
0.944207,0.906369,0.908279
0.942542,0.908587,0.910026
0.942332,0.902720,0.907493
0.943904,0.910257,0.911425
0.940943,0.906140,0.907948
0.943240,0.909088,0.909599
0.943152,0.906521,0.907915
0.945915,0.908684,0.908925
0.942672,0.908200,0.908106
0.943948,0.906858,0.909045
0.942037,0.907175,0.906157
0.944549,0.907502,0.908693
0.945094,0.904315,0.909321
0.947907,0.909712,0.908534
0.947595,0.905053,0.905736
0.943198,0.906474,0.908862
0.944411,0.907387,0.908557
0.943405,0.906293,0.907408
0.944738,0.906479,0.908336
0.941482,0.903893,0.909009
0.943251,0.904915,0.910936
0.946668,0.910602,0.911661
0.943756,0.906726,0.911479
0.945109,0.908450,0.910443
0.941494,0.908263,0.909427
0.943366,0.907439,0.910956
0.942151,0.906199,0.911301
0.944882,0.910033,0.911430
0.943455,0.909897,0.912039
0.943565,0.909060,0.914914
0.944734,0.908430,0.912106
0.942232,0.907490,0.913346
0.943001,0.906401,0.910625
0.945145,0.909580,0.911160
0.942289,0.914962,0.913591
0.943168,0.910223,0.911772
0.940758,0.907673,0.911482
0.943281,0.909896,0.912726
0.944121,0.908729,0.913193
0.945224,0.909502,0.912855
0.942372,0.908750,0.912976
0.942194,0.912897,0.912002
0.941625,0.907604,0.913357
0.943076,0.910861,0.916552
0.944991,0.910077,0.911569
0.945669,0.907293,0.914234
0.944526,0.910334,0.913421
0.944198,0.912744,0.912100
0.942568,0.910537,0.916556
0.942179,0.907579,0.916225
0.945837,0.908248,0.915245
0.943009,0.910106,0.915647
0.942298,0.909746,0.914703
0.945294,0.910920,0.918235
0.943674,0.911363,0.915714
0.944329,0.909938,0.915167
0.943262,0.909868,0.914898
0.945026,0.912677,0.914847
0.940957,0.910318,0.914354
0.945613,0.909385,0.914733
0.943623,0.912210,0.914708
0.942003,0.911982,0.916318
0.946189,0.911454,0.916310
0.943677,0.911241,0.915630
0.941619,0.913470,0.919052
0.942229,0.911430,0.916703
0.937802,0.909973,0.916475
0.942077,0.913422,0.915283
0.936799,0.912683,0.914610
0.939540,0.912387,0.916598
0.935729,0.912611,0.917242
0.936964,0.914031,0.917879
0.937016,0.913511,0.915510
0.942385,0.913415,0.918022
0.942830,0.913970,0.915281
0.941512,0.914853,0.919572
0.943484,0.914423,0.914556
0.942460,0.915244,0.916265
0.938009,0.916625,0.915821
0.942746,0.915166,0.917094
0.942797,0.914517,0.917598
0.943794,0.916317,0.919254
0.942319,0.913957,0.919531
0.942518,0.919573,0.918379
0.942469,0.918986,0.917799
0.942091,0.921818,0.918182
0.942965,0.916741,0.917935
0.943793,0.919805,0.916331
0.940268,0.916217,0.917041
0.939870,0.911317,0.917382
0.942822,0.917077,0.915551
0.941802,0.915888,0.918608
0.940643,0.915212,0.919744
0.943085,0.916815,0.919781
0.942650,0.914826,0.919666
0.940906,0.919578,0.917803
0.939371,0.916182,0.917756
0.942401,0.918770,0.915647
0.942426,0.918928,0.918754
0.940266,0.918302,0.917706
0.943577,0.915706,0.917292
0.942507,0.917582,0.919597
0.938232,0.917916,0.920071
0.941495,0.917900,0.923131
0.941518,0.916386,0.921674
0.940360,0.921238,0.922841
0.940142,0.918285,0.920719
0.940798,0.921748,0.921908
0.938909,0.917866,0.923048
0.943115,0.924296,0.923092
0.937404,0.920508,0.921686
0.940356,0.921410,0.923178
0.938184,0.920852,0.922183
0.940171,0.922976,0.920642
0.940345,0.919617,0.921264
0.937370,0.923818,0.920721
0.938885,0.921351,0.924862
0.937878,0.920700,0.922929
0.938728,0.919233,0.921545
0.939056,0.920790,0.920211
0.938937,0.915568,0.921083
0.943391,0.921072,0.925458
0.940823,0.916820,0.928841
0.939204,0.921843,0.932483
0.938089,0.920977,0.934834
0.938552,0.921585,0.935801
0.937101,0.920334,0.935938
0.939925,0.922133,0.938016
0.940321,0.921818,0.937558
0.938990,0.924077,0.937406
0.940713,0.926588,0.936068
0.940969,0.927219,0.939025
0.942044,0.923745,0.942591
0.945065,0.930400,0.948599
0.942061,0.937716,0.947501
0.947141,0.949472,0.951231
0.950633,0.954493,0.950811
0.961637,0.955066,0.953779
0.968244,0.956338,0.953297
0.968513,0.960239,0.954215
0.968866,0.960378,0.957535
0.971575,0.961655,0.958994
0.969801,0.961685,0.957289
0.971120,0.965628,0.960945
0.969740,0.964895,0.959953
0.972014,0.965183,0.961133
0.970177,0.963563,0.956121
0.970867,0.966050,0.958564
0.968522,0.965730,0.957045
0.967012,0.967923,0.960969
0.968937,0.964389,0.956459
0.964788,0.966642,0.959547
0.963882,0.965861,0.958115
0.964932,0.963215,0.956779
0.962146,0.960777,0.957325
0.961294,0.964735,0.956228
0.957870,0.960320,0.956245
0.959477,0.962677,0.957743
0.954582,0.962063,0.953360
0.960073,0.961448,0.955359
0.959305,0.959886,0.950299
0.962431,0.957048,0.947402
0.959701,0.955538,0.947098
0.957653,0.951842,0.942652
0.958303,0.945180,0.936875
0.956719,0.939073,0.932776
0.950297,0.935327,0.930745
0.948641,0.933131,0.928271
0.946570,0.934753,0.927588
0.943945,0.931053,0.928796
0.938405,0.928796,0.927148
0.939487,0.934879,0.929893
0.938246,0.936763,0.930246
0.938258,0.934415,0.925541
0.938973,0.936132,0.926265
0.937502,0.936633,0.930796
0.938350,0.934869,0.926095
0.940881,0.932164,0.929559
0.937515,0.933609,0.928995
0.939049,0.934032,0.927657
0.937807,0.936728,0.927257
0.935513,0.936364,0.930497
0.938869,0.932248,0.929216
0.935413,0.936149,0.927592
0.937768,0.934738,0.929655
0.939639,0.936983,0.929063
0.935953,0.936168,0.929131
0.936949,0.937175,0.932991
0.938658,0.936725,0.928602
0.938198,0.940385,0.928660
0.937281,0.932713,0.927463
0.936126,0.938460,0.932227
0.936099,0.940144,0.930126
0.937686,0.939920,0.931620
0.936417,0.939046,0.932917
0.938460,0.939302,0.932430
0.939012,0.938348,0.932045
0.940949,0.938429,0.933891
0.937499,0.940873,0.932173
0.938428,0.942070,0.936249
0.938871,0.941361,0.932396
0.937796,0.943748,0.930577
0.936097,0.939745,0.931192
0.937273,0.941881,0.934195
0.937328,0.941094,0.933042
0.937394,0.942685,0.932418
0.936647,0.944616,0.935801
0.937581,0.944589,0.937439
0.936252,0.942059,0.935169
0.939651,0.942084,0.936665
0.937583,0.941124,0.934037
0.939193,0.942939,0.935805
0.936463,0.945809,0.934856
0.937781,0.943961,0.938016
0.937186,0.945053,0.934841
0.938436,0.942967,0.939531
0.936934,0.945691,0.936531
0.936557,0.942459,0.936507
0.934574,0.943678,0.935896
0.935161,0.947919,0.937310
0.933876,0.947624,0.937620
0.937070,0.947768,0.939657
0.938076,0.942635,0.937439
0.940631,0.945813,0.940741
0.946310,0.943333,0.937894
0.949810,0.944480,0.939039
0.945587,0.949917,0.938240
0.944969,0.950425,0.940088
0.945661,0.952769,0.938547
0.945096,0.952444,0.940560
0.944433,0.957247,0.941759
0.944022,0.956067,0.941650
0.941905,0.955677,0.938711
0.944578,0.958145,0.942655
0.942471,0.957201,0.939957
0.942832,0.957999,0.941823
0.941163,0.953415,0.943683
0.941724,0.953916,0.942253
0.943320,0.953093,0.937963
0.944761,0.951198,0.942077
0.942872,0.953156,0.942290
0.937973,0.952891,0.942883
0.935099,0.951864,0.941790
0.936453,0.953101,0.944656
0.936190,0.952369,0.940524
0.934183,0.957581,0.945045
0.935727,0.956501,0.943951
0.935432,0.952955,0.944011
0.937066,0.953733,0.945675
0.937599,0.955331,0.944861
0.938021,0.956295,0.945552
0.940402,0.953953,0.948004
0.936260,0.956610,0.943636
0.937117,0.956615,0.943618
0.935513,0.958372,0.947404
0.940883,0.956962,0.948196
0.937202,0.957394,0.949081
0.938490,0.956482,0.947253
0.937367,0.954403,0.945529
0.938604,0.955161,0.951584
0.936327,0.957141,0.948544
0.936266,0.958649,0.951302
0.936813,0.960121,0.948824
0.939867,0.959217,0.952475
0.936433,0.962570,0.951272
0.939064,0.962853,0.954023
0.938971,0.961968,0.951216
0.940783,0.960283,0.952087
0.937707,0.958147,0.954516
0.941068,0.964660,0.956856
0.939264,0.964435,0.954770
0.937187,0.967216,0.955630
0.933792,0.963977,0.954140
0.937234,0.966935,0.956440
0.935458,0.966403,0.954400
0.940229,0.963488,0.955789
0.939394,0.965476,0.956372
0.938650,0.971656,0.956584
0.938664,0.967115,0.957822
0.936578,0.967770,0.958098
0.937494,0.968447,0.956924
0.938960,0.967504,0.958904
0.939578,0.967811,0.961272
0.939305,0.969189,0.957513
0.939546,0.970000,0.959123
0.939081,0.971443,0.960229
0.938506,0.969310,0.961398
0.941293,0.968589,0.963236
0.938916,0.967179,0.960137
0.939471,0.969263,0.960977
0.937711,0.970400,0.961906
0.939278,0.972939,0.962569
0.938543,0.970982,0.964896
0.936349,0.973968,0.962815
0.934658,0.974434,0.962406
0.938215,0.977162,0.965983
0.936094,0.975758,0.966218
0.936803,0.973814,0.968103
0.940100,0.975598,0.966600
0.938881,0.975512,0.966754
0.934270,0.973919,0.968856
0.940028,0.976986,0.968907
0.938683,0.974570,0.970978
0.938898,0.976958,0.969277
0.938132,0.976968,0.970104
0.940907,0.978739,0.973248
0.940640,0.976997,0.970171
0.939969,0.982308,0.970133
0.939228,0.984309,0.971799
0.941166,0.982486,0.973131
0.937096,0.982179,0.972160
0.941462,0.982251,0.974947
0.940269,0.981064,0.976435
0.944077,0.981471,0.976959
0.941461,0.979622,0.972514
0.937110,0.984494,0.974529
0.935022,0.983772,0.975968
0.940567,0.986079,0.977018
0.937444,0.985776,0.974137
0.939854,0.984764,0.977794
0.939912,0.987378,0.977289
0.939777,0.986508,0.977931
0.939178,0.986523,0.978273
0.941029,0.987865,0.978375
0.938381,0.989879,0.981823
0.942089,0.985469,0.980740
0.941022,0.986724,0.978032
0.943372,0.986282,0.981527
0.935934,0.991007,0.984649
0.940826,0.990209,0.983115
0.940491,0.992051,0.983691
0.941271,0.991931,0.984538
0.939533,0.993897,0.984687
0.941708,0.988169,0.984315
0.941397,0.994368,0.985846
0.940127,0.996308,0.986551
0.937609,0.998559,0.988664
0.938474,0.995045,0.989037
0.936932,0.994507,0.987381
0.941236,0.998505,0.991381
0.939793,0.997567,0.989108
0.941921,0.997172,0.990188
0.939508,0.998751,0.987719
0.937302,0.997974,0.991516
0.938956,0.996594,0.993184
0.942030,0.998710,0.992461
0.941215,0.998435,0.992033
0.942177,1.000083,0.993866
0.936090,0.995978,0.990986
0.940430,1.001733,0.993790
0.941584,1.000519,0.995267
0.943477,1.004059,0.995874
0.941440,1.002888,0.995145
0.942819,1.004300,0.997264
0.938549,1.003041,0.998118
0.941045,1.002915,1.001002
0.940942,1.004123,1.000269
0.940267,1.006053,0.998506
0.938981,1.007831,1.002337
0.940619,1.010154,1.002203
0.939980,1.006107,1.000263
0.942292,1.003970,1.004905
0.943293,1.007220,1.004035
0.941999,1.010821,1.007125
0.938481,1.009184,1.005473
0.940596,1.012581,1.003897
0.941358,1.011900,1.005502
0.942586,1.011436,1.005555
0.943013,1.010464,1.004380
0.942685,1.013457,1.007014
0.941442,1.013146,1.006989
0.941454,1.014879,1.008444
0.939670,1.010867,1.004792
0.941604,1.014840,1.008906
0.941378,1.011138,1.008946
0.940637,1.015799,1.009956
0.938645,1.014245,1.011391
0.938911,1.013640,1.013841
0.938650,1.013117,1.016299
0.940283,1.017124,1.019903
0.939291,1.014465,1.018457
0.942021,1.019212,1.018716
0.939623,1.017378,1.021143
0.942207,1.019989,1.020568
0.940793,1.020638,1.019411
0.942254,1.019934,1.021627
0.938811,1.021517,1.014799
0.940281,1.018796,1.016389
0.941687,1.023763,1.016960
0.937344,1.023056,1.019207
0.936658,1.025618,1.020075
0.939347,1.025587,1.021739
0.939015,1.026879,1.020802
0.938214,1.025515,1.022600
