# R,G,B per-pixel dark offset
951.26,649.41,591.62
951.53,646.67,591.20
948.85,648.10,593.43
949.53,647.18,594.52
946.33,646.28,591.03
948.97,650.19,593.57
950.33,648.20,592.76
949.21,647.26,590.59
948.55,651.61,590.44
949.21,648.97,591.15
947.79,648.23,590.30
948.23,648.05,592.76
948.87,649.48,592.75
951.34,647.50,592.35
949.45,650.13,592.97
950.54,649.24,589.62
950.81,648.27,594.99
951.29,650.72,591.70
949.41,647.35,601.36
950.50,652.90,590.74
950.74,647.96,591.54
952.41,648.05,595.24
952.42,650.68,594.59
952.57,650.01,596.00
954.25,650.75,594.79
957.24,652.85,592.99
953.77,650.31,595.58
953.25,651.39,594.32
955.83,651.73,592.51
953.17,649.88,596.78
956.54,650.65,593.32
953.63,652.67,601.91
958.45,651.79,601.94
959.00,651.08,596.71
957.41,652.16,595.22
954.51,652.12,593.50
957.25,658.67,594.91
957.45,654.46,595.87
957.89,654.59,594.60
956.33,652.37,596.97
958.79,651.07,593.84
957.24,667.66,597.31
968.25,654.17,595.64
959.50,653.81,596.97
958.69,653.24,596.66
962.74,656.10,595.70
959.09,653.93,597.77
963.57,656.49,599.70
961.10,656.04,597.33
963.10,654.40,598.89
958.97,654.36,597.30
960.82,657.64,597.96
963.45,661.62,596.58
961.62,656.01,600.00
965.53,657.20,599.51
961.98,657.61,596.75
963.36,656.43,602.47
974.86,656.81,603.87
961.99,656.16,601.18
962.80,654.49,595.28
963.26,657.60,596.58
963.86,656.20,598.31
962.81,656.95,598.15
964.55,657.40,596.61
963.07,661.20,599.27
966.22,656.70,598.27
965.55,655.12,597.90
967.34,659.59,598.63
963.05,657.36,603.65
968.52,658.69,599.88
963.19,656.77,598.84
966.74,657.05,600.90
968.50,658.15,599.15
967.08,657.47,601.05
993.49,658.64,601.28
965.97,657.08,597.55
967.76,659.74,601.88
966.97,657.39,600.46
964.96,660.13,601.89
965.73,658.65,602.07
968.45,655.73,600.86
966.46,660.34,600.44
966.62,659.09,612.67
966.00,658.01,605.57
967.20,657.34,597.49
967.60,656.41,601.69
967.72,660.86,600.31
968.81,656.73,600.25
969.11,659.13,618.73
970.15,670.70,598.14
968.77,663.51,601.13
966.99,659.51,602.74
969.34,661.09,601.72
968.62,659.83,605.24
970.63,660.76,602.90
970.74,662.58,601.36
972.28,660.04,603.62
970.90,660.01,603.05
983.42,659.00,600.83
971.32,659.65,600.84
972.08,662.44,602.30
972.17,665.85,604.64
969.34,661.61,603.89
971.54,660.67,600.88
971.52,660.86,604.06
972.90,660.89,604.05
971.45,659.63,600.92
972.10,660.54,601.69
975.04,660.16,602.92
973.61,660.97,603.92
974.41,663.36,603.14
972.68,664.79,603.15
972.78,662.43,603.39
974.67,663.08,601.71
973.24,663.67,603.20
973.25,659.99,603.31
972.93,659.85,603.96
974.21,664.77,602.38
975.50,662.46,602.17
976.30,660.53,601.04
977.76,660.15,601.04
976.33,662.72,603.24
977.24,661.23,604.39
973.90,661.10,603.48
977.25,661.96,600.86
974.67,660.79,604.40
979.35,659.99,602.29
979.14,663.11,603.58
977.64,662.24,602.44
976.41,664.92,604.70
974.60,664.78,604.32
975.52,663.29,602.63
977.19,662.68,615.40
976.98,661.89,601.82
986.09,665.04,600.40
977.03,675.63,604.08
977.78,663.29,603.95
973.49,662.20,603.23
976.11,660.92,601.50
976.47,662.58,605.91
977.12,663.19,604.59
974.93,663.70,605.37
977.63,664.57,603.38
977.61,663.92,604.86
975.93,662.23,602.79
979.31,662.25,605.65
973.71,663.35,606.55
978.51,665.67,602.86
977.82,663.52,605.63
978.33,664.45,605.23
978.73,663.46,605.00
978.61,664.77,607.12
982.15,665.50,604.27
977.67,666.55,605.37
979.93,664.42,605.46
980.17,665.47,605.71
983.64,664.30,604.12
989.15,665.77,605.95
982.78,666.79,604.67
981.89,666.48,606.12
982.45,666.41,611.77
983.42,666.82,607.18
985.62,667.50,608.15
982.16,668.47,609.83
986.07,667.31,608.37
985.11,670.18,609.56
984.78,669.75,607.42
986.30,665.17,607.07
987.06,667.51,610.34
992.02,666.95,608.84
987.90,669.64,610.61
990.23,670.71,607.15
986.48,668.08,607.05
987.34,668.73,609.77
990.94,671.02,611.04
989.66,671.70,610.13
989.60,671.16,609.49
990.69,668.02,610.95
990.08,670.57,609.85
988.86,669.76,610.33
990.99,670.87,609.47
992.15,671.22,607.83
990.19,677.28,611.68
989.38,669.06,609.16
988.94,671.11,609.24
991.73,669.68,610.81
990.46,672.35,612.80
993.49,672.42,609.09
997.81,671.35,613.04
991.50,672.45,609.52
993.11,671.17,610.58
993.77,672.71,612.40
993.84,671.30,610.70
992.18,670.67,612.02
995.95,672.56,611.16
995.03,672.74,610.43
996.04,678.55,620.87
992.58,670.94,612.28
995.91,676.18,612.95
996.69,672.92,613.40
1003.51,671.99,611.72
998.22,674.05,612.52
998.97,676.62,612.40
994.26,675.93,611.81
996.16,683.74,613.52
997.58,674.71,612.97
1004.38,674.58,616.88
998.03,673.09,614.96
1001.12,675.03,616.59
999.04,675.29,617.51
999.44,677.15,613.73
999.06,675.93,614.79
998.49,676.78,615.26
1001.76,674.70,615.18
1005.21,675.45,616.95
1003.14,676.73,617.22
1003.33,678.17,616.02
1001.99,676.02,619.20
1004.86,678.00,620.84
1008.66,675.46,618.13
1006.55,677.21,618.99
1005.63,678.37,617.72
1008.05,678.79,617.42
1006.26,680.56,619.25
1010.77,679.07,619.23
1007.90,679.47,617.53
1008.94,678.86,618.97
1009.41,681.75,621.72
1009.47,679.26,621.44
1011.98,678.87,620.52
1010.09,680.13,622.19
1008.80,679.87,619.18
1012.28,682.29,622.77
1011.75,682.36,619.86
1023.01,688.15,620.93
1012.19,681.57,620.37
1012.01,684.20,622.16
1013.75,681.64,624.60
1013.96,682.64,619.24
1014.55,681.13,620.24
1013.13,683.81,621.44
1014.93,683.91,622.13
1014.21,683.13,629.09
1012.95,683.30,625.53
1016.31,682.92,623.40
1019.62,683.99,626.59
1016.01,690.30,621.96
1015.07,686.58,624.05
1019.06,685.49,623.20
1017.97,686.03,624.37
1015.60,684.92,621.34
1018.27,686.72,624.25
1019.40,682.90,622.72
1026.55,683.57,625.59
1018.92,684.21,624.18
1017.56,684.08,624.41
1019.81,686.87,624.51
1016.10,685.50,624.53
1018.60,687.06,625.20
1020.05,685.19,624.23
1021.00,684.83,624.66
1020.85,684.47,622.73
1033.38,685.85,622.81
1020.62,689.88,622.20
1020.50,687.55,638.55
1020.29,684.61,622.72
1019.62,686.66,623.71
1021.65,686.79,630.86
1022.28,686.05,624.45
1022.89,686.88,625.17
1022.67,686.82,626.68
1020.36,689.60,625.13
1018.83,687.92,624.58
1019.59,685.45,622.82
1020.19,685.74,622.87
1020.78,687.29,628.44
1021.57,686.26,628.73
1025.02,686.61,626.06
1021.83,689.65,625.43
1022.17,688.12,624.56
1020.63,688.55,626.69
1020.71,685.98,624.75
1021.71,689.21,626.87
1025.87,687.75,627.09
1022.62,687.29,624.56
1021.84,684.66,622.14
1023.44,685.85,625.08
1021.21,686.95,625.56
1022.29,687.00,624.95
1023.41,686.07,624.89
1020.81,687.86,634.92
1020.44,686.79,623.59
1022.13,686.97,625.30
1022.23,686.23,623.76
1022.06,688.23,624.69
1021.57,687.63,628.69
1020.52,684.84,623.00
1021.14,686.09,622.80
1020.58,687.35,625.13
1020.66,685.12,626.01
1024.15,685.84,625.24
1021.86,686.23,624.37
1023.04,685.18,627.57
1022.92,688.12,625.03
1021.11,684.57,625.43
1032.26,693.89,624.64
1021.81,687.65,622.54
1020.65,686.43,628.56
1022.31,689.38,626.20
1022.05,686.46,625.91
1021.56,688.72,623.70
1020.96,687.11,624.47
1023.36,686.57,623.57
1022.02,689.47,624.60
1021.60,688.73,623.11
1023.88,685.42,624.46
1021.49,686.22,625.02
1022.60,687.56,624.40
1023.64,688.66,624.84
1023.20,687.41,623.75
1023.98,689.20,626.98
1024.59,688.31,629.87
1024.03,687.88,624.85
1023.78,687.71,626.97
1025.23,688.98,623.83
1028.64,688.34,624.67
1026.79,690.27,627.29
1026.05,689.90,627.08
1025.91,689.25,639.56
1025.24,688.09,625.63
1027.69,690.23,624.74
1028.13,689.17,627.68
1027.22,689.86,626.81
1025.89,689.57,625.53
1029.43,688.61,624.95
1029.55,690.54,638.23
1028.46,690.54,626.87
1028.94,689.31,626.57
1027.49,690.89,638.12
1029.16,691.04,629.17
1030.55,690.51,625.30
1030.15,689.26,627.13
1028.65,690.70,627.95
1031.97,691.63,628.25
1030.06,691.09,627.00
1029.90,693.40,626.74
1029.27,692.25,629.61
1032.70,692.82,628.26
1030.15,689.85,628.05
1033.07,691.82,628.71
1031.17,689.78,627.68
1032.87,690.84,643.92
1032.43,692.55,629.89
1032.08,692.66,639.35
1032.35,694.42,628.55
1032.28,693.29,628.23
1034.25,693.03,630.08
1032.44,693.08,646.03
1034.39,723.11,630.04
1034.05,693.03,629.07
1037.46,694.60,628.44
1033.76,693.76,631.98
1033.20,696.73,630.93
1035.78,693.33,633.33
1036.00,695.62,631.07
1036.06,693.84,630.43
1035.24,692.43,630.89
1036.52,695.40,637.99
1038.85,696.36,632.95
1038.56,692.48,630.59
1037.82,695.82,630.19
1039.00,696.42,630.88
1039.21,692.23,632.49
1037.58,700.21,633.82
1043.90,697.39,632.46
1039.11,694.90,634.81
1039.31,695.09,632.96
1042.60,698.91,641.91
1040.29,695.50,633.25
1042.18,695.68,632.45
1041.33,696.84,633.00
1041.12,700.76,633.67
1042.83,697.97,634.75
1040.51,696.15,634.16
1046.52,696.66,632.94
1044.96,695.79,631.53
1042.32,714.09,636.11
1040.98,698.58,633.85
1043.59,700.09,635.13
1043.38,697.57,634.46
1043.30,699.28,634.40
1046.38,698.52,635.12
1045.71,697.69,635.77
1043.56,699.92,635.61
1046.98,701.66,636.06
1048.64,699.42,652.51
1048.02,699.76,636.20
1047.79,708.88,636.83
1046.23,700.82,635.11
1050.08,698.85,635.71
1050.16,701.14,636.34
1048.20,700.97,635.51
1051.15,703.35,655.12
1048.80,700.64,635.39
1050.65,701.62,639.99
1051.48,700.52,636.75
1047.93,700.12,636.82
1049.03,700.62,636.54
1053.11,701.33,637.97
1050.47,702.48,636.06
1066.87,701.74,636.86
1053.08,705.68,640.43
1052.28,702.90,639.07
1050.89,701.31,637.35
1052.57,703.78,647.89
1050.89,703.75,645.09
1053.42,703.81,638.30
1051.93,702.40,638.46
1055.51,703.80,637.54
1063.83,703.43,640.49
1056.31,703.08,638.68
1055.29,702.48,639.09
1055.89,704.30,647.20
1053.76,701.97,639.72
1051.57,705.59,640.58
1053.55,702.02,639.90
1067.89,704.23,640.76
1052.30,705.96,641.65
1054.08,702.87,643.52
1053.91,703.34,660.40
1058.07,705.73,639.66
1053.60,704.64,639.60
1053.63,705.60,639.75
1054.17,706.42,639.26
1053.20,761.91,639.69
1054.04,703.30,642.20
1055.93,704.01,639.34
1051.70,703.17,642.72
1052.48,701.93,639.40
1056.57,704.80,638.60
1054.40,705.34,640.90
1053.95,706.37,639.85
1054.45,704.83,642.62
1057.41,704.32,639.24
1055.90,704.51,639.85
1056.32,705.18,638.35
1056.32,706.83,642.11
1055.68,706.80,642.26
1057.15,706.67,641.14
1058.65,707.89,641.45
1058.19,707.29,643.05
1060.43,706.66,640.81
1058.04,707.61,641.00
1062.74,707.64,644.34
1061.76,708.36,643.42
1059.04,706.56,645.15
1062.22,709.61,642.89
1062.60,708.97,642.46
1064.61,708.37,644.68
1064.67,710.32,642.58
1065.27,710.42,646.10
1063.51,709.09,643.26
1063.22,706.70,644.12
1061.04,707.66,644.17
1062.27,707.34,645.12
1067.71,711.94,646.31
1064.20,708.47,645.99
1064.15,710.93,644.79
1067.45,711.07,644.97
1063.40,709.55,644.89
1066.94,709.52,645.23
1066.87,708.89,647.62
1065.37,709.65,645.47
1068.01,709.96,643.69
1066.99,711.62,646.59
1077.12,713.38,645.96
1067.60,712.62,647.39
1067.92,710.16,644.39
1068.76,711.58,645.29
1067.18,711.60,644.37
1068.75,710.79,646.68
1070.35,710.96,645.06
1067.65,711.55,644.61
1070.59,712.53,646.34
1070.91,710.04,645.68
1071.23,711.70,649.52
1072.86,713.05,650.29
1072.85,713.82,649.70
1073.17,715.11,647.39
1074.72,714.63,648.11
1074.75,715.59,652.97
1074.11,713.42,646.68
1076.63,714.84,647.77
1077.97,717.83,649.22
1075.32,715.08,647.92
1078.34,713.58,647.10
1077.25,714.01,671.01
1078.34,717.64,649.28
1078.40,714.67,648.55
1074.97,714.37,649.21
1078.64,716.58,651.20
1080.05,716.28,651.09
1078.97,716.10,649.91
1080.92,718.40,652.52
1081.16,718.46,650.33
1081.26,719.95,650.61
1083.22,722.09,651.08
1083.39,719.01,652.89
1083.97,723.22,651.30
1083.57,719.05,653.31
1083.05,720.57,652.26
1084.52,719.93,653.31
1089.22,723.15,651.99
1086.16,723.75,656.31
1084.75,723.60,653.56
1095.34,720.81,654.81
1088.89,724.54,660.93
1087.88,723.44,652.93
1090.67,723.26,655.08
1088.95,720.66,657.19
1091.10,722.37,657.95
1089.14,721.67,655.01
1089.25,723.73,654.80
1091.32,721.03,655.60
1088.27,723.46,655.17
1090.82,722.72,655.67
1104.81,722.97,658.06
1089.90,722.08,655.53
1088.60,725.06,656.40
1092.05,724.66,658.28
1089.17,722.74,656.65
1090.14,722.14,656.11
1092.55,722.69,656.95
1106.19,723.55,655.05
1091.58,725.97,657.71
1092.40,722.25,657.04
1093.08,725.05,658.35
1093.21,722.99,656.90
1093.61,728.37,658.50
1092.76,725.44,659.47
1099.82,725.70,659.30
1094.52,724.79,657.48
1090.36,723.94,658.33
1091.76,724.94,657.56
1096.06,725.50,659.58
1092.69,725.60,661.17
1095.27,726.43,661.07
1097.31,725.65,658.02
1095.31,724.75,658.95
1094.53,724.36,659.92
1095.34,724.82,655.60
1095.59,727.47,657.35
1097.79,728.81,661.35
1095.78,727.83,659.03
1112.33,726.21,658.52
1095.62,726.94,657.38
1096.14,730.04,660.35
1097.86,727.52,658.70
1099.57,728.21,658.85
1096.39,726.01,662.06
1097.69,733.56,660.23
1100.01,727.35,658.44
1098.63,729.23,663.10
1098.57,729.05,661.33
1101.20,729.76,659.31
1100.69,730.23,661.45
1098.31,729.76,662.06
1101.43,732.27,660.03
1101.10,727.86,661.93
1099.29,728.76,662.12
1099.18,731.37,664.63
1100.49,729.89,662.39
1102.83,758.12,661.56
1101.75,730.93,666.14
1102.51,730.00,664.14
1103.02,732.04,663.36
1099.18,732.59,663.47
1103.65,729.91,662.32
1102.90,729.77,662.56
1103.01,729.50,662.93
1106.01,730.01,663.25
1104.64,728.55,663.26
1104.04,731.69,662.39
1108.01,734.99,666.97
1104.91,734.61,666.36
1106.75,732.85,664.74
1107.89,734.52,665.86
1108.00,734.17,663.86
1112.28,732.45,663.95
1109.67,733.07,663.53
1132.28,734.08,665.29
1109.32,734.71,667.13
1110.36,736.10,664.73
1116.46,735.47,666.50
1111.31,736.29,668.41
1112.74,737.80,664.54
1113.29,737.24,664.66
1118.24,737.63,668.14
1116.12,737.36,666.50
1115.80,738.22,668.96
1116.36,737.99,671.18
1115.30,740.27,667.29
1117.79,738.80,669.48
1117.38,739.16,669.24
1120.82,740.27,669.23
1116.37,742.54,669.75
1115.54,742.67,670.53
1120.57,737.66,668.96
1119.36,741.38,671.29
1119.67,739.89,671.44
1118.81,743.33,670.32
1121.52,741.36,669.12
1129.81,742.57,671.12
1119.49,741.23,670.15
1122.48,745.64,673.24
1122.02,739.88,674.08
1125.93,741.02,672.14
1122.61,747.30,672.28
1123.16,742.37,672.19
1131.05,742.92,674.04
1127.27,741.11,671.12
1123.72,741.08,672.13
1125.80,741.78,672.78
1124.74,741.63,675.13
1127.40,742.25,671.54
1124.50,743.51,672.60
1124.31,745.74,672.22
1123.20,743.06,672.60
1127.46,743.97,672.30
1128.23,742.62,672.82
1129.15,744.18,674.28
1133.98,741.63,672.34
1128.14,743.91,672.51
1129.31,745.93,672.93
1126.84,745.41,676.73
1126.81,744.33,673.93
1129.62,746.97,674.83
1129.30,745.18,672.15
1129.39,744.96,674.34
1143.85,745.41,672.76
1129.31,744.22,674.44
1129.75,744.85,675.42
1133.52,745.41,676.27
1129.61,742.71,673.66
1131.73,745.23,687.34
1130.26,745.38,673.54
1130.05,747.46,673.27
1129.39,746.09,678.76
1130.35,748.07,679.55
1131.96,746.60,675.35
1131.53,744.31,674.14
1129.95,748.11,677.10
1134.49,745.72,678.78
1128.72,771.05,684.19
1131.14,746.61,676.85
1131.52,747.75,678.52
1128.44,748.15,677.21
1134.03,748.80,674.06
1131.97,750.78,676.52
1129.52,746.36,675.46
1134.71,745.98,674.62
1131.76,748.41,675.09
1131.74,744.97,675.33
1131.42,742.90,677.01
1128.94,743.55,675.02
1131.55,747.38,673.37
1131.91,749.97,677.27
1132.10,745.24,677.24
1144.70,748.46,676.79
1130.40,745.62,681.17
1128.68,745.78,673.64
1129.79,744.05,674.77
1130.53,747.24,673.63
1128.30,747.67,680.39
1131.78,745.55,672.90
1129.93,747.58,675.21
1129.72,746.50,674.39
1130.89,746.61,673.60
1131.83,745.36,675.42
1129.11,744.58,673.22
1127.89,745.86,679.88
1128.38,746.71,674.41
1128.60,743.71,673.70
1128.12,750.17,672.87
1128.04,747.79,670.96
1129.78,743.94,670.83
1129.12,746.77,672.70
1126.91,745.13,672.61
1128.60,745.56,673.14
1128.45,745.71,673.59
1129.60,744.62,672.75
1127.53,742.07,673.22
1127.83,744.01,672.10
1128.89,745.73,671.04
1125.55,741.65,672.29
1127.17,743.77,673.39
1126.71,744.34,672.36
1128.28,743.20,671.94
1126.56,743.14,671.34
1125.93,742.98,671.12
1124.87,740.68,672.61
1122.87,740.93,671.58
1125.59,741.72,679.79
1124.98,742.67,668.71
1131.38,743.40,671.72
1123.51,742.18,670.47
1124.26,743.08,670.26
1123.80,755.85,671.02
1123.56,744.61,668.31
1124.38,740.96,674.12
1122.35,745.13,672.00
1127.82,744.89,670.30
1125.46,741.91,673.56
1122.92,743.54,669.80
1120.21,739.23,669.97
1123.05,742.47,670.03
1122.64,741.26,668.66
1120.03,743.45,669.06
1121.33,741.06,669.26
1121.11,739.27,669.77
1122.00,739.54,669.77
1121.27,742.81,672.34
1119.58,740.11,669.07
1119.62,739.93,669.37
1123.10,739.30,667.33
1123.86,737.02,669.89
1119.59,745.81,668.54
1118.86,738.19,667.05
1116.23,737.95,667.21
1115.81,737.86,669.22
1129.81,739.92,667.89
1115.39,741.14,674.36
1114.33,738.70,667.94
1114.71,740.05,665.59
1117.74,736.22,667.96
1115.28,736.26,665.52
1114.31,734.29,665.37
1110.17,734.64,666.62
1115.44,748.12,666.47
1110.33,732.92,668.70
1110.38,734.85,663.22
1110.90,734.89,665.07
1109.38,734.47,663.04
1107.22,734.38,663.37
1106.12,732.64,661.64
1105.81,736.25,661.33
1104.18,731.60,661.74
1102.57,731.53,660.81
1102.18,730.69,662.62
1101.49,731.29,660.41
1114.28,730.33,658.59
1101.11,728.57,659.97
1099.11,729.15,656.87
1098.61,731.28,660.11
1096.15,727.32,658.73
1092.34,725.17,657.86
1094.41,724.24,655.40
1093.65,724.98,656.52
1093.74,725.25,656.23
1089.91,724.17,653.26
1093.03,724.93,656.84
1088.64,723.37,654.76
1087.63,723.90,653.80
1086.56,720.50,652.49
1085.79,720.62,652.90
1082.31,720.52,652.66
1082.59,718.94,650.79
1081.15,717.42,658.58
1080.84,718.82,649.46
1079.99,717.97,649.80
1075.02,715.61,649.57
1074.67,717.07,648.89
1075.57,717.03,649.90
1072.73,713.63,646.62
1069.68,712.36,646.74
1070.66,712.74,646.95
1066.79,712.16,642.94
1066.51,710.19,644.32
1064.17,720.00,642.85
1064.75,709.33,640.27
1060.22,705.43,643.67
1058.35,715.80,638.62
1056.84,706.01,638.16
1051.63,703.67,637.08
1052.12,703.79,639.05
1049.80,700.93,635.33
1050.70,699.60,642.95
1046.67,700.93,633.74
1045.86,696.90,643.53
1044.53,695.16,642.16
1041.48,707.87,631.41
1039.14,696.31,630.06
1033.73,692.13,626.96
1036.09,690.03,634.06
1030.87,690.60,626.32
1026.88,690.49,624.49
1024.12,685.38,622.32
1024.39,684.43,620.88
1031.60,685.00,617.24
1017.13,682.10,617.22
1011.64,681.59,616.56
1008.41,676.60,614.79
1010.70,675.08,611.69
1010.06,674.26,611.94
1001.74,671.65,610.12
1000.58,668.44,622.39
994.07,670.69,608.37
991.98,665.42,604.47
995.54,664.24,602.29
983.66,662.55,603.61
981.62,659.00,600.35
978.62,675.51,599.12
972.21,657.32,596.37
967.60,652.96,594.48
965.90,652.57,594.23
959.30,652.42,592.07
957.47,653.00,589.03
955.12,645.24,587.69
948.51,643.95,584.53
943.17,640.86,582.66
943.25,640.37,581.82
936.55,637.48,579.76
937.80,635.25,576.74
928.88,632.41,574.85
922.92,630.18,574.16
917.98,625.83,572.39
915.77,625.12,570.46
912.49,622.68,568.59
905.32,619.58,565.73
900.20,617.82,561.99
898.62,617.85,563.86
894.17,611.46,558.77
888.38,612.94,558.24
883.94,609.11,556.19
879.05,605.56,553.22
874.94,602.96,551.85
873.30,607.20,549.47
864.34,599.78,549.98
863.77,594.24,548.70
858.41,593.43,542.55
856.27,593.55,539.09
849.46,588.39,538.29
845.31,587.32,537.34
840.26,586.71,533.00
838.17,583.98,531.57
832.34,580.99,529.88
827.05,578.78,527.25
823.59,574.93,523.11
818.85,574.46,521.84
812.94,566.81,520.86
813.51,564.34,517.73
806.46,563.26,515.80
802.94,561.48,511.75
